Notes,Year,Year Code,State,State Code,Gender,Gender Code,Deaths,Population,Crude Rate
,2008,2008,Nebraska,31,Female,F,28,905814,3.1
,2008,2008,Nebraska,31,Male,M,162,890564,18.2
,2008,2008,Nevada,32,Female,F,109,1310601,8.3
,2008,2008,Nevada,32,Male,M,417,1343029,31
,2008,2008,New Hampshire,33,Female,F,40,666576,6
,2008,2008,New Hampshire,33,Male,M,139,649330,21.4
,2008,2008,New Jersey,34,Female,F,117,4469901,2.6
,2008,2008,New Jersey,34,Male,M,495,4241189,11.7
,2008,2008,New Mexico,35,Female,F,102,1018578,10
,2008,2008,New Mexico,35,Male,M,315,992084,31.8
,2008,2008,New York,36,Female,F,321,9918841,3.2
,2008,2008,New York,36,Male,M,1084,9293595,11.7
,2008,2008,North Carolina,37,Female,F,270,4771376,5.7
,2008,2008,North Carolina,37,Male,M,890,4538073,19.6
,2008,2008,North Dakota,38,Female,F,14,326131,Unreliable
,2008,2008,North Dakota,38,Male,M,72,331438,21.7
,2008,2008,Ohio,39,Female,F,288,5896594,4.9
,2008,2008,Ohio,39,Male,M,1122,5618797,20
,2008,2008,Oklahoma,40,Female,F,108,1854771,5.8
,2008,2008,Oklahoma,40,Male,M,466,1814205,25.7
,2008,2008,Oregon,41,Female,F,118,1903535,6.2
,2008,2008,Oregon,41,Male,M,453,1865213,24.3
,2008,2008,Pennsylvania,42,Female,F,276,6473295,4.3
,2008,2008,Pennsylvania,42,Male,M,1261,6138990,20.5
,2008,2008,Rhode Island,44,Female,F,32,545412,5.9
,2008,2008,Rhode Island,44,Male,M,78,509591,15.3
,2008,2008,South Carolina,45,Female,F,111,2325047,4.8
,2008,2008,South Carolina,45,Male,M,454,2203949,20.6
,2008,2008,South Dakota,46,Female,F,22,400236,5.5
,2008,2008,South Dakota,46,Male,M,101,398888,25.3
,2008,2008,Tennessee,47,Female,F,223,3203115,7
,2008,2008,Tennessee,47,Male,M,750,3044296,24.6
,2008,2008,Texas,48,Female,F,499,12249936,4.1
,2008,2008,Texas,48,Male,M,2049,12059103,17
,2008,2008,Utah,49,Female,F,73,1325631,5.5
,2008,2008,Utah,49,Male,M,317,1337398,23.7
,2008,2008,Vermont,50,Female,F,22,316722,6.9
,2008,2008,Vermont,50,Male,M,72,307429,23.4
,2008,2008,Virginia,51,Female,F,204,3988983,5.1
,2008,2008,Virginia,51,Male,M,743,3844513,19.3
,2008,2008,Washington,53,Female,F,187,3293162,5.7
,2008,2008,Washington,53,Male,M,698,3269069,21.4
,2008,2008,West Virginia,54,Female,F,56,934911,6
,2008,2008,West Virginia,54,Male,M,205,905399,22.6
,2008,2008,Wisconsin,55,Female,F,158,2842268,5.6
,2008,2008,Wisconsin,55,Male,M,582,2798728,20.8
,2008,2008,Wyoming,56,Female,F,21,267982,7.8
,2008,2008,Wyoming,56,Male,M,103,278061,37
,2009,2009,Alabama,1,Female,F,130,2448159,5.3
,2009,2009,Alabama,1,Male,M,543,2309779,23.5
,2009,2009,Alaska,2,Female,F,32,337002,9.5
,2009,2009,Alaska,2,Male,M,111,361893,30.7
,2009,2009,Arizona,4,Female,F,266,3189908,8.3
,2009,2009,Arizona,4,Male,M,792,3153246,25.1
,2009,2009,Arkansas,5,Female,F,85,1475013,5.8
,2009,2009,Arkansas,5,Male,M,337,1421830,23.7
,2009,2009,California,6,Female,F,909,18583075,4.9
,2009,2009,California,6,Male,M,2901,18378154,15.8
,2009,2009,Colorado,8,Female,F,212,2480710,8.5
,2009,2009,Colorado,8,Male,M,729,2491485,29.3
,2009,2009,Connecticut,9,Female,F,79,1828779,4.3
,2009,2009,Connecticut,9,Male,M,237,1733028,13.7
,2009,2009,Delaware,10,Female,F,21,459795,4.6
,2009,2009,Delaware,10,Male,M,86,431935,19.9
,2009,2009,District of Columbia,11,Male,M,26,280400,9.3
,2009,2009,Florida,12,Female,F,618,9534289,6.5
,2009,2009,Florida,12,Male,M,2234,9118355,24.5
,2009,2009,Georgia,13,Female,F,248,4917756,5
,2009,2009,Georgia,13,Male,M,884,4703090,18.8
,2009,2009,Hawaii,15,Female,F,37,673075,5.5
,2009,2009,Hawaii,15,Male,M,137,673642,20.3
,2009,2009,Idaho,16,Female,F,70,775398,9
,2009,2009,Idaho,16,Male,M,234,779041,30
,2009,2009,Illinois,17,Female,F,256,6520723,3.9
,2009,2009,Illinois,17,Male,M,921,6276055,14.7
,2009,2009,Indiana,18,Female,F,146,3281477,4.4
,2009,2009,Indiana,18,Male,M,680,3177848,21.4
,2009,2009,Iowa,19,Female,F,68,1532739,4.4
,2009,2009,Iowa,19,Male,M,293,1500131,19.5
,2009,2009,Kansas,20,Female,F,69,1428139,4.8
,2009,2009,Kansas,20,Male,M,312,1404565,22.2
,2009,2009,Kentucky,21,Female,F,123,2193136,5.6
,2009,2009,Kentucky,21,Male,M,469,2123938,22.1
,2009,2009,Louisiana,22,Female,F,94,2295199,4.1
,2009,2009,Louisiana,22,Male,M,396,2196449,18
,2009,2009,Maine,23,Female,F,42,678694,6.2
,2009,2009,Maine,23,Male,M,155,650896,23.8
,2009,2009,Maryland,24,Female,F,107,2960001,3.6
,2009,2009,Maryland,24,Male,M,444,2770387,16
,2009,2009,Massachusetts,25,Female,F,107,3365859,3.2
,2009,2009,Massachusetts,25,Male,M,424,3151754,13.5
,2009,2009,Michigan,26,Female,F,241,5044338,4.8
,2009,2009,Michigan,26,Male,M,928,4857253,19.1
,2009,2009,Minnesota,27,Female,F,115,2659958,4.3
,2009,2009,Minnesota,27,Male,M,468,2621245,17.9
,2009,2009,Mississippi,28,Female,F,70,1522000,4.6
,2009,2009,Mississippi,28,Male,M,312,1436774,21.7
,2009,2009,Missouri,29,Female,F,178,3042021,5.9
,2009,2009,Missouri,29,Male,M,679,2919067,23.3
,2009,2009,Montana,30,Female,F,42,490122,8.6
,2009,2009,Montana,30,Male,M,176,493860,35.6
,2009,2009,Nebraska,31,Female,F,31,913619,3.4
,2009,2009,Nebraska,31,Male,M,139,899064,15.5
,2009,2009,Nevada,32,Female,F,116,1327618,8.7
,2009,2009,Nevada,32,Male,M,387,1357047,28.5
,2009,2009,New Hampshire,33,Female,F,32,666875,4.8
,2009,2009,New Hampshire,33,Male,M,135,649227,20.8
,2009,2009,New Jersey,34,Female,F,78,4493506,1.7
,2009,2009,New Jersey,34,Male,M,476,4262096,11.2
,2009,2009,New Mexico,35,Female,F,84,1031238,8.1
,2009,2009,New Mexico,35,Male,M,291,1005564,28.9
,2009,2009,New York,36,Female,F,298,9966620,3
,2009,2009,New York,36,Male,M,1116,9340446,11.9
,2009,2009,North Carolina,37,Female,F,240,4846501,5
,2009,2009,North Carolina,37,Male,M,933,4603065,20.3
,2009,2009,North Dakota,38,Female,F,12,329674,Unreliable
,2009,2009,North Dakota,38,Male,M,78,335294,23.3
,2009,2009,Ohio,39,Female,F,236,5902018,4
,2009,2009,Ohio,39,Male,M,938,5626878,16.7
,2009,2009,Oklahoma,40,Female,F,111,1878034,5.9
,2009,2009,Oklahoma,40,Male,M,455,1839538,24.7
,2009,2009,Oregon,41,Female,F,156,1923209,8.1
,2009,2009,Oregon,41,Male,M,486,1885391,25.8
,2009,2009,Pennsylvania,42,Female,F,342,6497024,5.3
,2009,2009,Pennsylvania,42,Male,M,1286,6169834,20.8
,2009,2009,Rhode Island,44,Female,F,22,544764,4
,2009,2009,Rhode Island,44,Male,M,95,508882,18.7
,2009,2009,South Carolina,45,Female,F,131,2357030,5.6
,2009,2009,South Carolina,45,Male,M,485,2232842,21.7
,2009,2009,South Dakota,46,Female,F,21,403198,5.2
,2009,2009,South Dakota,46,Male,M,108,403869,26.7
,2009,2009,Tennessee,47,Female,F,198,3231769,6.1
,2009,2009,Tennessee,47,Male,M,744,3074250,24.2
,2009,2009,Texas,48,Female,F,572,12500150,4.6
,2009,2009,Texas,48,Male,M,2234,12301611,18.2
,2009,2009,Utah,49,Female,F,97,1355509,7.2
,2009,2009,Utah,49,Male,M,351,1367912,25.7
,2009,2009,Vermont,50,Female,F,18,317128,Unreliable
,2009,2009,Vermont,50,Male,M,69,307689,22.4
,2009,2009,Virginia,51,Female,F,216,4037895,5.3
,2009,2009,Virginia,51,Male,M,746,3888042,19.2
,2009,2009,Washington,53,Female,F,204,3343920,6.1
,2009,2009,Washington,53,Male,M,715,3323506,21.5
,2009,2009,West Virginia,54,Female,F,41,937434,4.4
,2009,2009,West Virginia,54,Male,M,210,910341,23.1
,2009,2009,Wisconsin,55,Female,F,164,2856103,5.7
,2009,2009,Wisconsin,55,Male,M,558,2813161,19.8
,2009,2009,Wyoming,56,Female,F,20,274046,7.3
,2009,2009,Wyoming,56,Male,M,91,285805,31.8
,2010,2010,Alabama,1,Female,F,141,2459548,5.7
,2010,2010,Alabama,1,Male,M,538,2320188,23.2
,2010,2010,Alaska,2,Female,F,34,340603,10
,2010,2010,Alaska,2,Male,M,130,369628,35.2
,2010,2010,Arizona,4,Female,F,224,3216194,7
,2010,2010,Arizona,4,Male,M,868,3175823,27.3
,2010,2010,Arkansas,5,Female,F,88,1484281,5.9
,2010,2010,Arkansas,5,Male,M,360,1431637,25.1
,2010,2010,California,6,Female,F,882,18736126,4.7
,2010,2010,California,6,Male,M,3022,18517830,16.3
,2010,2010,Colorado,8,Female,F,201,2508534,8
,2010,2010,Colorado,8,Male,M,664,2520662,26.3
,2010,2010,Connecticut,9,Female,F,74,1834483,4
,2010,2010,Connecticut,9,Male,M,279,1739614,16
,2010,2010,Delaware,10,Female,F,18,462995,Unreliable
,2010,2010,Delaware,10,Male,M,88,434939,20.2
,2010,2010,District of Columbia,11,Male,M,33,284222,11.6
,2010,2010,Florida,12,Female,F,627,9611955,6.5
,2010,2010,Florida,12,Male,M,2159,9189355,23.5
,2010,2010,Georgia,13,Female,F,240,4958482,4.8
,2010,2010,Georgia,13,Male,M,889,4729171,18.8
,2010,2010,Hawaii,15,Female,F,48,679058,7.1
,2010,2010,Hawaii,15,Male,M,159,681243,23.3
,2010,2010,Idaho,16,Female,F,54,782258,6.9
,2010,2010,Idaho,16,Male,M,237,785324,30.2
,2010,2010,Illinois,17,Female,F,237,6538356,3.6
,2010,2010,Illinois,17,Male,M,941,6292276,15
,2010,2010,Indiana,18,Female,F,192,3294065,5.8
,2010,2010,Indiana,18,Male,M,672,3189737,21.1
,2010,2010,Iowa,19,Female,F,68,1538036,4.4
,2010,2010,Iowa,19,Male,M,303,1508319,20.1
,2010,2010,Kansas,20,Female,F,81,1437710,5.6
,2010,2010,Kansas,20,Male,M,320,1415408,22.6
,2010,2010,Kentucky,21,Female,F,111,2204415,5
,2010,2010,Kentucky,21,Male,M,520,2134952,24.4
,2010,2010,Louisiana,22,Female,F,97,2314080,4.2
,2010,2010,Louisiana,22,Male,M,460,2219292,20.7
,2010,2010,Maine,23,Female,F,35,678305,5.2
,2010,2010,Maine,23,Male,M,151,650056,23.2
,2010,2010,Maryland,24,Female,F,95,2981790,3.2
,2010,2010,Maryland,24,Male,M,407,2791762,14.6
,2010,2010,Massachusetts,25,Female,F,127,3381001,3.8
,2010,2010,Massachusetts,25,Male,M,470,3166628,14.8
,2010,2010,Michigan,26,Female,F,277,5035526,5.5
,2010,2010,Michigan,26,Male,M,985,4848114,20.3
,2010,2010,Minnesota,27,Female,F,139,2671793,5.2
,2010,2010,Minnesota,27,Male,M,464,2632132,17.6
,2010,2010,Mississippi,28,Female,F,80,1526057,5.2
,2010,2010,Mississippi,28,Male,M,308,1441240,21.4
,2010,2010,Missouri,29,Female,F,153,3055450,5
,2010,2010,Missouri,29,Male,M,703,2933477,24
,2010,2010,Montana,30,Female,F,47,492748,9.5
,2010,2010,Montana,30,Male,M,178,496667,35.8
,2010,2010,Nebraska,31,Female,F,38,920045,4.1
,2010,2010,Nebraska,31,Male,M,154,906296,17
,2010,2010,Nevada,32,Female,F,124,1336935,9.3
,2010,2010,Nevada,32,Male,M,422,1363616,30.9
,2010,2010,New Hampshire,33,Female,F,40,667076,6
,2010,2010,New Hampshire,33,Male,M,156,649394,24
,2010,2010,New Jersey,34,Female,F,149,4512294,3.3
,2010,2010,New Jersey,34,Male,M,570,4279600,13.3
,2010,2010,New Mexico,35,Female,F,102,1041758,9.8
,2010,2010,New Mexico,35,Male,M,310,1017421,30.5
,2010,2010,New York,36,Female,F,315,10000955,3.1
,2010,2010,New York,36,Male,M,1231,9377147,13.1
,2010,2010,North Carolina,37,Female,F,266,4889991,5.4
,2010,2010,North Carolina,37,Male,M,906,4645492,19.5
,2010,2010,North Dakota,38,Female,F,17,332727,Unreliable
,2010,2010,North Dakota,38,Male,M,89,339864,26.2
,2010,2010,Ohio,39,Female,F,294,5904348,5
,2010,2010,Ohio,39,Male,M,1142,5632156,20.3
,2010,2010,Oklahoma,40,Female,F,118,1894374,6.2
,2010,2010,Oklahoma,40,Male,M,499,1856977,26.9
,2010,2010,Oregon,41,Female,F,150,1935072,7.8
,2010,2010,Oregon,41,Male,M,534,1896002,28.2
,2010,2010,Pennsylvania,42,Female,F,327,6512016,5
,2010,2010,Pennsylvania,42,Male,M,1248,6190363,20.2
,2010,2010,Rhode Island,44,Female,F,19,544167,Unreliable
,2010,2010,Rhode Island,44,Male,M,109,508400,21.4
,2010,2010,South Carolina,45,Female,F,151,2375263,6.4
,2010,2010,South Carolina,45,Male,M,486,2250101,21.6
,2010,2010,South Dakota,46,Female,F,38,406799,9.3
,2010,2010,South Dakota,46,Male,M,102,407381,25
,2010,2010,Tennessee,47,Female,F,214,3252601,6.6
,2010,2010,Tennessee,47,Male,M,727,3093504,23.5
,2010,2010,Texas,48,Female,F,589,12673281,4.6
,2010,2010,Texas,48,Male,M,2297,12472280,18.4
,2010,2010,Utah,49,Female,F,97,1375568,7.1
,2010,2010,Utah,49,Male,M,374,1388317,26.9
,2010,2010,Vermont,50,Female,F,20,317535,6.3
,2010,2010,Vermont,50,Male,M,86,308206,27.9
,2010,2010,Virginia,51,Female,F,190,4075041,4.7
,2010,2010,Virginia,51,Male,M,771,3925983,19.6
,2010,2010,Washington,53,Female,F,216,3374833,6.4
,2010,2010,Washington,53,Male,M,739,3349707,22.1
,2010,2010,West Virginia,54,Female,F,40,939408,4.3
,2010,2010,West Virginia,54,Male,M,239,913586,26.2
,2010,2010,Wisconsin,55,Female,F,160,2864586,5.6
,2010,2010,Wisconsin,55,Male,M,630,2822400,22.3
,2010,2010,Wyoming,56,Female,F,25,276189,9.1
,2010,2010,Wyoming,56,Male,M,106,287437,36.9
,2011,2011,Alabama,1,Female,F,124,2473249,5
,2011,2011,Alabama,1,Male,M,530,2329491,22.8
,2011,2011,Alaska,2,Female,F,29,347526,8.3
,2011,2011,Alaska,2,Male,M,114,375192,30.4
,2011,2011,Arizona,4,Female,F,266,3258634,8.2
,2011,2011,Arizona,4,Male,M,894,3223871,27.7
,2011,2011,Arkansas,5,Female,F,91,1495200,6.1
,2011,2011,Arkansas,5,Male,M,370,1442779,25.6
,2011,2011,California,6,Female,F,951,18943585,5
,2011,2011,California,6,Male,M,3039,18748327,16.2
,2011,2011,Colorado,8,Female,F,209,2549601,8.2
,2011,2011,Colorado,8,Male,M,701,2567195,27.3
,2011,2011,Connecticut,9,Female,F,79,1835893,4.3
,2011,2011,Connecticut,9,Male,M,291,1744816,16.7
,2011,2011,Delaware,10,Female,F,24,467299,5.1
,2011,2011,Delaware,10,Male,M,81,439836,18.4
,2011,2011,District of Columbia,11,Female,F,16,325775,Unreliable
,2011,2011,District of Columbia,11,Male,M,21,292221,7.2
,2011,2011,Florida,12,Female,F,626,9736166,6.4
,2011,2011,Florida,12,Male,M,2250,9321376,24.1
,2011,2011,Georgia,13,Female,F,248,5012403,4.9
,2011,2011,Georgia,13,Male,M,909,4802807,18.9
,2011,2011,Hawaii,15,Female,F,38,685005,5.5
,2011,2011,Hawaii,15,Male,M,142,689805,20.6
,2011,2011,Idaho,16,Female,F,62,791358,7.8
,2011,2011,Idaho,16,Male,M,219,793627,27.6
,2011,2011,Illinois,17,Female,F,230,6555063,3.5
,2011,2011,Illinois,17,Male,M,992,6314194,15.7
,2011,2011,Indiana,18,Female,F,195,3309937,5.9
,2011,2011,Indiana,18,Male,M,683,3206985,21.3
,2011,2011,Iowa,19,Female,F,81,1544894,5.2
,2011,2011,Iowa,19,Male,M,341,1517415,22.5
,2011,2011,Kansas,20,Female,F,80,1445436,5.5
,2011,2011,Kansas,20,Male,M,314,1425802,22
,2011,2011,Kentucky,21,Female,F,119,2219482,5.4
,2011,2011,Kentucky,21,Male,M,556,2149874,25.9
,2011,2011,Louisiana,22,Female,F,121,2336467,5.2
,2011,2011,Louisiana,22,Male,M,450,2238369,20.1
,2011,2011,Maine,23,Female,F,50,678125,7.4
,2011,2011,Maine,23,Male,M,184,650063,28.3
,2011,2011,Maryland,24,Female,F,101,3007715,3.4
,2011,2011,Maryland,24,Male,M,455,2820574,16.1
,2011,2011,Massachusetts,25,Female,F,144,3397995,4.2
,2011,2011,Massachusetts,25,Male,M,441,3189541,13.8
,2011,2011,Michigan,26,Female,F,235,5030242,4.7
,2011,2011,Michigan,26,Male,M,986,4845945,20.3
,2011,2011,Minnesota,27,Female,F,139,2689958,5.2
,2011,2011,Minnesota,27,Male,M,544,2654903,20.5
,2011,2011,Mississippi,28,Female,F,79,1531968,5.2
,2011,2011,Mississippi,28,Male,M,310,1446544,21.4
,2011,2011,Missouri,29,Female,F,202,3066254,6.6
,2011,2011,Missouri,29,Male,M,731,2944434,24.8
,2011,2011,Montana,30,Female,F,55,496966,11.1
,2011,2011,Montana,30,Male,M,177,501233,35.3
,2011,2011,Nebraska,31,Female,F,42,927392,4.5
,2011,2011,Nebraska,31,Male,M,150,915249,16.4
,2011,2011,Nevada,32,Female,F,123,1348764,9.1
,2011,2011,Nevada,32,Male,M,394,1374558,28.7
,2011,2011,New Hampshire,33,Female,F,39,667341,5.8
,2011,2011,New Hampshire,33,Male,M,159,650853,24.4
,2011,2011,New Jersey,34,Female,F,152,4520963,3.4
,2011,2011,New Jersey,34,Male,M,536,4300192,12.5
,2011,2011,New Mexico,35,Female,F,105,1052114,10
,2011,2011,New Mexico,35,Male,M,312,1030110,30.3
,2011,2011,New York,36,Female,F,341,10033393,3.4
,2011,2011,New York,36,Male,M,1308,9431804,13.9
,2011,2011,North Carolina,37,Female,F,280,4952679,5.7
,2011,2011,North Carolina,37,Male,M,933,4703722,19.8
,2011,2011,North Dakota,38,Female,F,18,337662,Unreliable
,2011,2011,North Dakota,38,Male,M,83,346270,24
,2011,2011,Ohio,39,Female,F,298,5905599,5
,2011,2011,Ohio,39,Male,M,1164,5639352,20.6
,2011,2011,Oklahoma,40,Female,F,140,1913759,7.3
,2011,2011,Oklahoma,40,Male,M,551,1877749,29.3
,2011,2011,Oregon,41,Female,F,136,1955239,7
,2011,2011,Oregon,41,Male,M,518,1916620,27
,2011,2011,Pennsylvania,42,Female,F,339,6528324,5.2
,2011,2011,Pennsylvania,42,Male,M,1406,6214562,22.6
,2011,2011,Rhode Island,44,Female,F,20,543055,3.7
,2011,2011,Rhode Island,44,Male,M,80,508247,15.7
,2011,2011,South Carolina,45,Female,F,149,2402602,6.2
,2011,2011,South Carolina,45,Male,M,509,2276628,22.4
,2011,2011,South Dakota,46,Female,F,27,410905,6.6
,2011,2011,South Dakota,46,Male,M,101,413177,24.4
,2011,2011,Tennessee,47,Female,F,208,3282422,6.3
,2011,2011,Tennessee,47,Male,M,746,3120931,23.9
,2011,2011,Texas,48,Female,F,597,12932239,4.6
,2011,2011,Texas,48,Male,M,2290,12742442,18
,2011,2011,Utah,49,Female,F,115,1401715,8.2
,2011,2011,Utah,49,Male,M,385,1415507,27.2
,2011,2011,Vermont,50,Female,F,22,317581,6.9
,2011,2011,Vermont,50,Male,M,98,308850,31.7
,2011,2011,Virginia,51,Female,F,241,4120439,5.8
,2011,2011,Virginia,51,Male,M,812,3976165,20.4
,2011,2011,Washington,53,Female,F,253,3420356,7.4
,2011,2011,Washington,53,Male,M,767,3409682,22.5
,2011,2011,West Virginia,54,Female,F,58,940283,6.2
,2011,2011,West Virginia,54,Male,M,248,915081,27.1
,2011,2011,Wisconsin,55,Female,F,176,2875675,6.1
,2011,2011,Wisconsin,55,Male,M,569,2836092,20.1
,2011,2011,Wyoming,56,Female,F,27,278401,9.7
,2011,2011,Wyoming,56,Male,M,104,289757,35.9
,2012,2012,Alabama,1,Female,F,138,2483466,5.6
,2012,2012,Alabama,1,Male,M,586,2338557,25.1
,2012,2012,Alaska,2,Female,F,28,350211,8
,2012,2012,Alaska,2,Male,M,140,381238,36.7
,2012,2012,Arizona,4,Female,F,264,3294772,8
,2012,2012,Arizona,4,Male,M,887,3258483,27.2
,2012,2012,Arkansas,5,Female,F,99,1500641,6.6
,2012,2012,Arkansas,5,Male,M,386,1448490,26.6
,2012,2012,California,6,Female,F,845,19122866,4.4
,2012,2012,California,6,Male,M,3043,18918564,16.1
,2012,2012,Colorado,8,Female,F,241,2583877,9.3
,2012,2012,Colorado,8,Male,M,808,2603705,31
,2012,2012,Connecticut,9,Female,F,92,1840431,5
,2012,2012,Connecticut,9,Male,M,275,1749916,15.7
,2012,2012,Delaware,10,Female,F,28,472734,5.9
,2012,2012,Delaware,10,Male,M,97,444358,21.8
,2012,2012,District of Columbia,11,Male,M,30,299041,10
,2012,2012,Florida,12,Female,F,739,9869741,7.5
,2012,2012,Florida,12,Male,M,2259,9447827,23.9
,2012,2012,Georgia,13,Female,F,264,5068921,5.2
,2012,2012,Georgia,13,Male,M,901,4851024,18.6
,2012,2012,Hawaii,15,Female,F,39,690348,5.6
,2012,2012,Hawaii,15,Male,M,151,701965,21.5
,2012,2012,Idaho,16,Female,F,64,797116,8
,2012,2012,Idaho,16,Male,M,233,798612,29.2
,2012,2012,Illinois,17,Female,F,259,6555800,4
,2012,2012,Illinois,17,Male,M,1032,6319455,16.3
,2012,2012,Indiana,18,Female,F,190,3319144,5.7
,2012,2012,Indiana,18,Male,M,750,3218190,23.3
,2012,2012,Iowa,19,Female,F,75,1549698,4.8
,2012,2012,Iowa,19,Male,M,308,1524488,20.2
,2012,2012,Kansas,20,Female,F,91,1450624,6.3
,2012,2012,Kansas,20,Male,M,411,1435281,28.6
,2012,2012,Kentucky,21,Female,F,147,2222704,6.6
,2012,2012,Kentucky,21,Male,M,575,2157711,26.6
,2012,2012,Louisiana,22,Female,F,133,2349843,5.7
,2012,2012,Louisiana,22,Male,M,434,2252050,19.3
,2012,2012,Maine,23,Female,F,40,678914,5.9
,2012,2012,Maine,23,Male,M,169,650278,26
,2012,2012,Maryland,24,Female,F,119,3034160,3.9
,2012,2012,Maryland,24,Male,M,463,2850403,16.2
,2012,2012,Massachusetts,25,Female,F,145,3425771,4.2
,2012,2012,Massachusetts,25,Male,M,457,3220373,14.2
,2012,2012,Michigan,26,Female,F,252,5032849,5
,2012,2012,Michigan,26,Male,M,1006,4850511,20.7
,2012,2012,Minnesota,27,Female,F,125,2706970,4.6
,2012,2012,Minnesota,27,Male,M,531,2672169,19.9
,2012,2012,Mississippi,28,Female,F,85,1535635,5.5
,2012,2012,Mississippi,28,Male,M,325,1449291,22.4
,2012,2012,Missouri,29,Female,F,192,3070952,6.3
,2012,2012,Missouri,29,Male,M,721,2951036,24.4
,2012,2012,Montana,30,Female,F,46,500192,9.2
,2012,2012,Montana,30,Male,M,187,504949,37
,2012,2012,Nebraska,31,Female,F,43,933223,4.6
,2012,2012,Nebraska,31,Male,M,188,922302,20.4
,2012,2012,Nevada,32,Female,F,139,1367724,10.2
,2012,2012,Nevada,32,Male,M,385,1391207,27.7
,2012,2012,New Hampshire,33,Female,F,43,668481,6.4
,2012,2012,New Hampshire,33,Male,M,158,652237,24.2
,2012,2012,New Jersey,34,Female,F,148,4540905,3.3
,2012,2012,New Jersey,34,Male,M,531,4323685,12.3
,2012,2012,New Mexico,35,Female,F,104,1052831,9.9
,2012,2012,New Mexico,35,Male,M,337,1032707,32.6
,2012,2012,New York,36,Female,F,401,10081044,4
,2012,2012,New York,36,Male,M,1303,9489217,13.7
,2012,2012,North Carolina,37,Female,F,328,4999175,6.6
,2012,2012,North Carolina,37,Male,M,955,4752898,20.1
,2012,2012,North Dakota,38,Female,F,18,343886,Unreliable
,2012,2012,North Dakota,38,Male,M,87,355742,24.5
,2012,2012,Ohio,39,Female,F,317,5901605,5.4
,2012,2012,Ohio,39,Male,M,1220,5642620,21.6
,2012,2012,Oklahoma,40,Female,F,139,1924995,7.2
,2012,2012,Oklahoma,40,Male,M,529,1889825,28
,2012,2012,Oregon,41,Female,F,172,1968641,8.7
,2012,2012,Oregon,41,Male,M,551,1930712,28.5
,2012,2012,Pennsylvania,42,Female,F,326,6533359,5
,2012,2012,Pennsylvania,42,Male,M,1320,6230177,21.2
,2012,2012,Rhode Island,44,Female,F,27,542016,5
,2012,2012,Rhode Island,44,Male,M,78,508276,15.3
,2012,2012,South Carolina,45,Female,F,163,2426510,6.7
,2012,2012,South Carolina,45,Male,M,510,2297213,22.2
,2012,2012,South Dakota,46,Female,F,24,415038,5.8
,2012,2012,South Dakota,46,Male,M,117,418316,28
,2012,2012,Tennessee,47,Female,F,207,3307480,6.3
,2012,2012,Tennessee,47,Male,M,770,3148763,24.5
,2012,2012,Texas,48,Female,F,616,13111469,4.7
,2012,2012,Texas,48,Male,M,2413,12947734,18.6
,2012,2012,Utah,49,Female,F,117,1419427,8.2
,2012,2012,Utah,49,Male,M,432,1435860,30.1
,2012,2012,Vermont,50,Female,F,11,317233,Unreliable
,2012,2012,Vermont,50,Male,M,76,308778,24.6
,2012,2012,Virginia,51,Female,F,233,4164342,5.6
,2012,2012,Virginia,51,Male,M,829,4021525,20.6
,2012,2012,Washington,53,Female,F,221,3455462,6.4
,2012,2012,Washington,53,Male,M,817,3441550,23.7
,2012,2012,West Virginia,54,Female,F,73,940008,7.8
,2012,2012,West Virginia,54,Male,M,253,915405,27.6
,2012,2012,Wisconsin,55,Female,F,158,2883326,5.5
,2012,2012,Wisconsin,55,Male,M,566,2843072,19.9
,2012,2012,Wyoming,56,Female,F,32,282131,11.3
,2012,2012,Wyoming,56,Male,M,139,294281,47.2
,2013,2013,Alabama,1,Female,F,153,2488375,6.1
,2013,2013,Alabama,1,Male,M,567,2345347,24.2
,2013,2013,Alaska,2,Female,F,34,349564,9.7
,2013,2013,Alaska,2,Male,M,136,385568,35.3
,2013,2013,Arizona,4,Female,F,267,3331505,8
,2013,2013,Arizona,4,Male,M,895,3295119,27.2
,2013,2013,Arkansas,5,Female,F,95,1505782,6.3
,2013,2013,Arkansas,5,Male,M,420,1453591,28.9
,2013,2013,California,6,Female,F,937,19268325,4.9
,2013,2013,California,6,Male,M,3075,19064196,16.1
,2013,2013,Colorado,8,Female,F,257,2621921,9.8
,2013,2013,Colorado,8,Male,M,750,2646446,28.3
,2013,2013,Connecticut,9,Female,F,73,1841929,4
,2013,2013,Connecticut,9,Male,M,257,1754151,14.7
,2013,2013,Delaware,10,Female,F,31,477802,6.5
,2013,2013,Delaware,10,Male,M,91,447947,20.3
,2013,2013,District of Columbia,11,Male,M,30,306250,9.8
,2013,2013,Florida,12,Female,F,690,9990213,6.9
,2013,2013,Florida,12,Male,M,2229,9562647,23.3
,2013,2013,Georgia,13,Female,F,268,5110806,5.2
,2013,2013,Georgia,13,Male,M,935,4881361,19.2
,2013,2013,Hawaii,15,Female,F,40,694440,5.8
,2013,2013,Hawaii,15,Male,M,131,709614,18.5
,2013,2013,Idaho,16,Female,F,64,805052,7.9
,2013,2013,Idaho,16,Male,M,244,807084,30.2
,2013,2013,Illinois,17,Female,F,297,6555652,4.5
,2013,2013,Illinois,17,Male,M,1022,6326483,16.2
,2013,2013,Indiana,18,Female,F,188,3334634,5.6
